55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667,56.6666666666667
58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333,58.3333333333333
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667
63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333,63.3333333333333
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667
68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333,68.3333333333333
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667,71.6666666666667
73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333,73.3333333333333
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667,76.6666666666667
78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333,78.3333333333333
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667,81.6666666666667
83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667
88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333,88.3333333333333
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667,91.6666666666667
93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333,93.3333333333333
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
